game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,actual_spread,spread_pick,straight_pick,spread_result,straight_result
401114180,2019,11,regular,California,Pac-12,Washington State,Pac-12,8.5,13.5,-13.0,Washington State,Washington State,Lost,Lost
401117540,2019,11,regular,Fresno State,Mountain West,Utah State,Mountain West,-5.5,2.0,2.0,Utah State,Utah State,Won,Won
401110848,2019,11,regular,South Carolina,SEC,Appalachian State,Sun Belt,-6.5,-0.0,5.0,Appalachian State,Appalachian State,Won,Won
401114353,2019,11,regular,BYU,FBS Independents,Liberty,FBS Independents,-17.0,-13.0,-7.0,Liberty,BYU,Won,Won
401110846,2019,11,regular,Kentucky,SEC,Tennessee,SEC,-1.5,-2.0,4.0,Kentucky,Kentucky,Lost,Lost
401111654,2019,11,regular,Duke,ACC,Notre Dame,FBS Independents,7.0,22.5,31.0,Notre Dame,Notre Dame,Won,Won
401112503,2019,11,regular,NC State,ACC,Clemson,ACC,35.0,42.5,45.0,Clemson,Clemson,Won,Won
401112092,2019,11,regular,Oklahoma,Big 12,Iowa State,Big 12,-14.5,-8.5,-1.0,Iowa State,Oklahoma,Won,Won
401117541,2019,11,regular,Boise State,Mountain West,Wyoming,Mountain West,-16.5,-3.5,-3.0,Wyoming,Boise State,Won,Won
401117542,2019,11,regular,San Diego State,Mountain West,Nevada,Mountain West,-17.0,0.5,4.0,Nevada,Nevada,Won,Won
401117543,2019,11,regular,Hawai'i,Mountain West,San José State,Mountain West,-7.5,-4.0,-2.0,San José State,Hawai'i,Won,Won
